size,cost_variant,delta_ratio,instance,cut_time_pos,nb_orders,nb_jobs,nb_new_jobs,nb_accepted_new_jobs,accepted_over_new,acceptance_ratio,cmax,total_tardiness,weighted_tardiness,obj,computing_time,delta_tjE
m,portion_of_3_7,0.5,11,middle,2,10,7,7,7/7,1.0,661,1426,234.6894,895.6894,6.020059791044332,0.0
m,portion_of_3_7,0.5,11,late,2,10,7,7,7/7,1.0,728,1575,266.4353,994.4353,6.0664781669620425,0.0
m,portion_of_3_7,0.5,12,early,2,7,5,2,2/5,0.4,227,230,69.2726,296.2726,7.425462874933146,0.0
m,portion_of_3_7,0.5,12,middle,2,7,5,5,5/5,1.0,260,177,37.8363,297.8363,2.510653750039637,-16.9398
m,portion_of_3_7,0.5,12,late,2,7,5,5,5/5,1.0,330,232,68.3426,398.3426,2.967153166071512,0.0
m,portion_of_3_7,0.5,13,early,2,9,6,6,6/6,1.0,432,851,373.6361,805.6360999999999,4.01242241600994,39.231899999999996
m,portion_of_3_7,0.5,13,middle,2,9,6,6,6/6,1.0,418,653,292.78990000000005,710.7899,3.838568917009979,0.0
m,portion_of_3_7,0.5,13,late,2,9,6,6,6/6,1.0,418,666,284.2758,702.2758,3.7547542909160256,0.0
m,portion_of_3_7,0.5,14,early,2,9,6,6,6/6,1.0,621,1235,195.5222,816.5222,5.372126917005517,-106.72730000000001
m,portion_of_3_7,0.5,14,middle,2,9,6,6,6/6,1.0,673,1334,301.56579999999997,974.5658,5.862682082923129,-0.7571000000000012
m,portion_of_3_7,0.5,14,late,2,9,6,6,6/6,1.0,734,1313,288.57169999999996,1022.5717,5.8672300829784945,0.0
m,portion_of_3_7,0.5,15,early,2,7,5,2,2/5,0.4,170,95,25.2205,195.2205,6.280061749974266,0.0
m,portion_of_3_7,0.5,15,middle,2,7,5,5,5/5,1.0,341,280,74.4089,415.4089,2.9691822919994593,0.0
m,portion_of_3_7,0.5,15,late,2,7,5,5,5/5,1.0,348,284,64.9275,412.9275,3.0281327079283074,0.0
m,portion_of_3_7,0.5,16,early,2,7,5,1,1/5,0.2,166,39,34.8387,200.8387,6.194454333977774,11.6129
